Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
7796,2/21/2022 3:50,Clothing,169,5,4986,PayPal,21,0,Lisa Dennis,21,Male,0
21035,9/3/2022 16:41,Electronics,443,2,1884,Credit Card,50,1,Peter Watson,50,Female,1
21035,6/15/2021 6:53,Electronics,116,3,2334,Credit Card,50,0,Peter Watson,50,Female,1
21035,8/22/2021 14:09,Home,500,1,698,Credit Card,50,1,Peter Watson,50,Female,1
21035,11/28/2020 15:28,Home,249,1,2925,Credit Card,50,0,Peter Watson,50,Female,1
21035,3/15/2020 18:45,Books,112,4,793,PayPal,50,0,Peter Watson,50,Female,1
21035,1/27/2021 18:26,Electronics,457,2,2919,PayPal,50,1,Peter Watson,50,Female,1
21035,9/9/2023 18:11,Home,237,2,1088,Cash,50,1,Peter Watson,50,Female,1
37125,6/8/2021 15:13,Electronics,207,5,783,Credit Card,24,,Terry Campos,24,Female,0
37125,8/23/2022 18:10,Electronics,311,2,2992,Cash,24,0,Terry Campos,24,Female,0
37125,11/30/2022 7:04,Home,158,4,1047,Cash,24,0,Terry Campos,24,Female,0
41840,9/16/2022 18:06,Clothing,10,5,3540,Credit Card,48,0,Ronald Berger,48,Male,0
41840,5/14/2023 9:50,Home,418,4,1599,Credit Card,48,,Ronald Berger,48,Male,0
41840,5/10/2021 15:05,Electronics,298,3,1837,Cash,48,1,Ronald Berger,48,Male,0
41840,4/15/2021 14:31,Home,389,3,907,Cash,48,0,Ronald Berger,48,Male,0
41840,9/11/2022 22:15,Electronics,251,3,2525,PayPal,48,0,Ronald Berger,48,Male,0
41840,6/7/2022 12:58,Clothing,72,2,869,Credit Card,48,0,Ronald Berger,48,Male,0
41840,11/12/2021 13:57,Electronics,277,5,3975,PayPal,48,0,Ronald Berger,48,Male,0
41840,2/19/2021 22:03,Home,431,2,4053,Cash,48,0,Ronald Berger,48,Male,0
41840,9/9/2023 1:02,Home,369,5,1231,Cash,48,,Ronald Berger,48,Male,0
41840,1/22/2021 6:49,Clothing,137,1,993,Cash,48,1,Ronald Berger,48,Male,0
2642,5/4/2021 2:04,Books,20,5,5089,Cash,67,0,Ian Kelley,67,Female,0
2642,5/18/2020 13:08,Clothing,179,4,4108,Cash,67,0,Ian Kelley,67,Female,0
2642,8/6/2020 2:42,Books,77,1,396,Cash,67,0,Ian Kelley,67,Female,0
2642,3/18/2022 18:13,Clothing,67,3,2261,Cash,67,1,Ian Kelley,67,Female,0
2642,8/24/2021 15:36,Home,387,2,2958,Credit Card,67,1,Ian Kelley,67,Female,0
1254,8/15/2023 3:19,Home,476,1,1687,Cash,70,1,Mr. David Morgan,70,Male,0
1254,3/21/2023 20:00,Home,413,5,3742,Cash,70,0,Mr. David Morgan,70,Male,0
13389,8/25/2023 14:40,Books,408,1,3926,Credit Card,51,,Monica Ramos,51,Male,0
13389,9/30/2021 0:26,Books,296,3,4554,Cash,51,1,Monica Ramos,51,Male,0
13389,2/10/2023 4:59,Clothing,312,2,4477,PayPal,51,1,Monica Ramos,51,Male,0
13389,11/2/2020 19:00,Books,68,4,948,PayPal,51,1,Monica Ramos,51,Male,0
13389,7/14/2022 10:10,Electronics,222,2,1731,Cash,51,,Monica Ramos,51,Male,0
13389,7/31/2020 6:33,Clothing,436,3,5025,PayPal,51,1,Monica Ramos,51,Male,0
13389,6/2/2023 0:07,Books,40,2,2341,Credit Card,51,1,Monica Ramos,51,Male,0
13389,4/17/2023 16:26,Home,495,4,1176,Credit Card,51,0,Monica Ramos,51,Male,0
13389,10/1/2022 9:48,Home,165,2,1664,Cash,51,0,Monica Ramos,51,Male,0
24473,1/10/2021 7:40,Clothing,59,3,1147,Credit Card,38,0,Nicole Lewis,38,Female,0
24473,5/29/2020 23:54,Electronics,474,3,4609,PayPal,38,0,Nicole Lewis,38,Female,0
24473,9/6/2021 16:46,Books,462,1,4042,Credit Card,38,1,Nicole Lewis,38,Female,0
24473,5/22/2023 23:47,Home,436,3,1755,PayPal,38,1,Nicole Lewis,38,Female,0
24473,10/28/2021 16:22,Clothing,128,4,1132,Credit Card,38,1,Nicole Lewis,38,Female,0
11230,12/11/2020 2:42,Home,219,2,2628,Credit Card,23,0,Rebecca Boyer,23,Male,0
11230,4/21/2021 17:47,Electronics,296,5,2232,PayPal,23,1,Rebecca Boyer,23,Male,0
11230,4/29/2020 6:31,Clothing,164,2,4402,Credit Card,23,0,Rebecca Boyer,23,Male,0
11230,3/19/2021 13:44,Books,17,4,3658,Cash,23,0,Rebecca Boyer,23,Male,0
11230,11/22/2021 13:21,Home,387,2,4071,Credit Card,23,1,Rebecca Boyer,23,Male,0
11230,7/8/2023 9:56,Clothing,37,3,579,Cash,23,,Rebecca Boyer,23,Male,0
24741,7/23/2022 10:50,Home,369,1,3026,PayPal,50,1,Steven Mcmillan,50,Female,0
24741,6/5/2022 2:09,Electronics,87,4,688,Cash,50,1,Steven Mcmillan,50,Female,0
24741,10/8/2022 19:22,Electronics,230,3,2080,PayPal,50,,Steven Mcmillan,50,Female,0
24741,12/12/2021 8:53,Home,193,4,3730,Credit Card,50,0,Steven Mcmillan,50,Female,0
24741,7/31/2020 2:27,Books,149,2,1377,Cash,50,0,Steven Mcmillan,50,Female,0
24741,6/21/2020 15:04,Books,385,4,5083,Cash,50,,Steven Mcmillan,50,Female,0
10191,2/19/2022 19:43,Electronics,229,5,3553,PayPal,66,1,Walter Griffin,66,Male,0
10191,2/8/2021 3:02,Home,205,1,2333,Credit Card,66,1,Walter Griffin,66,Male,0
10191,2/18/2023 2:33,Home,485,5,1050,PayPal,66,,Walter Griffin,66,Male,0
10191,12/7/2021 5:36,Books,498,4,705,Cash,66,0,Walter Griffin,66,Male,0
10191,5/1/2021 6:30,Home,334,3,2542,Cash,66,0,Walter Griffin,66,Male,0
10191,12/20/2021 15:38,Electronics,118,2,2304,Credit Card,66,1,Walter Griffin,66,Male,0
10191,7/15/2020 10:22,Books,285,3,5091,Credit Card,66,0,Walter Griffin,66,Male,0
10191,6/1/2021 15:17,Electronics,76,1,3306,Credit Card,66,1,Walter Griffin,66,Male,0
10191,8/31/2021 18:50,Electronics,157,1,4382,Credit Card,66,,Walter Griffin,66,Male,0
10191,6/26/2020 1:12,Books,202,5,3290,Credit Card,66,1,Walter Griffin,66,Male,0
10191,9/12/2022 11:50,Books,291,3,4776,PayPal,66,0,Walter Griffin,66,Male,0
6829,2/4/2020 20:12,Home,161,3,4323,Cash,43,0,Chelsea Williams,43,Male,0
6829,6/24/2020 1:56,Home,418,1,3785,Credit Card,43,0,Chelsea Williams,43,Male,0
6829,8/1/2020 18:26,Books,151,3,980,Credit Card,43,1,Chelsea Williams,43,Male,0
6829,9/15/2020 16:26,Home,127,3,3219,PayPal,43,1,Chelsea Williams,43,Male,0
16825,7/21/2020 3:33,Clothing,489,1,3184,Credit Card,37,0,Melissa Cabrera,37,Male,1
16825,11/14/2022 2:19,Clothing,420,2,969,Cash,37,1,Melissa Cabrera,37,Male,1
16825,4/19/2021 16:20,Books,395,3,3487,Cash,37,1,Melissa Cabrera,37,Male,1
16825,3/18/2023 15:00,Books,227,2,3400,Cash,37,0,Melissa Cabrera,37,Male,1
16825,8/16/2021 17:56,Clothing,166,4,1379,PayPal,37,0,Melissa Cabrera,37,Male,1
18467,8/18/2022 5:00,Clothing,115,5,1589,Credit Card,23,0,Terri Carter,23,Male,0
18467,12/15/2020 6:02,Home,63,2,4519,PayPal,23,,Terri Carter,23,Male,0
18467,2/28/2023 19:23,Clothing,50,1,551,PayPal,23,1,Terri Carter,23,Male,0
18467,12/10/2020 6:12,Clothing,459,5,1735,PayPal,23,1,Terri Carter,23,Male,0
18467,3/30/2022 8:22,Home,192,5,1109,PayPal,23,0,Terri Carter,23,Male,0
18467,4/6/2021 14:50,Books,219,4,3977,PayPal,23,1,Terri Carter,23,Male,0
18467,5/9/2023 2:20,Electronics,92,4,3660,PayPal,23,0,Terri Carter,23,Male,0
18467,1/3/2020 15:16,Books,197,5,3178,Credit Card,23,0,Terri Carter,23,Male,0
18467,6/30/2022 21:43,Home,451,2,1834,PayPal,23,0,Terri Carter,23,Male,0
34857,1/10/2021 9:21,Books,120,3,5279,Credit Card,57,,Alexander Morse,57,Male,1
34857,6/13/2021 0:59,Home,104,2,3319,Credit Card,57,0,Alexander Morse,57,Male,1
34857,9/3/2021 7:26,Books,252,4,1038,Cash,57,0,Alexander Morse,57,Male,1
34857,2/6/2023 19:10,Electronics,284,4,402,PayPal,57,0,Alexander Morse,57,Male,1
34857,6/14/2023 4:11,Books,60,2,1383,Credit Card,57,1,Alexander Morse,57,Male,1
34857,10/28/2021 3:17,Electronics,147,4,992,Credit Card,57,0,Alexander Morse,57,Male,1
34857,1/23/2021 23:31,Clothing,261,2,2408,Credit Card,57,0,Alexander Morse,57,Male,1
34857,8/26/2021 10:29,Books,137,2,2428,Cash,57,0,Alexander Morse,57,Male,1
21801,9/4/2022 7:50,Electronics,179,3,676,Credit Card,19,1,Anne Leblanc,19,Female,0
21801,8/5/2022 5:58,Electronics,266,1,1337,Cash,19,,Anne Leblanc,19,Female,0
21801,6/1/2021 22:42,Electronics,228,4,3988,PayPal,19,0,Anne Leblanc,19,Female,0
21801,3/30/2021 0:58,Clothing,290,5,246,Cash,19,0,Anne Leblanc,19,Female,0
11769,4/1/2023 14:48,Clothing,231,4,1054,Credit Card,65,0,John Jones,65,Male,0
11769,11/23/2021 17:33,Clothing,51,4,2187,Credit Card,65,,John Jones,65,Male,0
22193,1/15/2022 20:04,Electronics,387,5,3920,Cash,27,0,Kyle Smith,27,Male,0
22193,7/3/2021 11:17,Home,116,1,1422,Cash,27,0,Kyle Smith,27,Male,0
22193,1/11/2023 9:32,Clothing,210,4,3215,Credit Card,27,0,Kyle Smith,27,Male,0
22193,5/10/2020 12:58,Electronics,94,4,3764,PayPal,27,1,Kyle Smith,27,Male,0
22193,4/2/2021 15:08,Electronics,224,4,2130,Cash,27,0,Kyle Smith,27,Male,0
7340,7/4/2023 11:47,Books,496,3,4224,Credit Card,35,,Kim Mcdonald,35,Male,1
7340,11/13/2020 14:31,Home,121,4,1812,PayPal,35,0,Kim Mcdonald,35,Male,1
7340,2/11/2021 10:14,Clothing,214,4,407,Credit Card,35,0,Kim Mcdonald,35,Male,1
7340,12/17/2021 11:12,Electronics,352,5,4912,Cash,35,,Kim Mcdonald,35,Male,1
7340,6/1/2022 2:03,Electronics,346,3,2165,Credit Card,35,1,Kim Mcdonald,35,Male,1
7340,12/4/2022 13:16,Home,255,1,306,PayPal,35,0,Kim Mcdonald,35,Male,1
31538,1/19/2023 12:39,Home,341,4,4847,Cash,37,0,Joshua Maynard,37,Male,0
31538,9/28/2020 6:16,Electronics,255,1,3160,Cash,37,1,Joshua Maynard,37,Male,0
31538,6/1/2020 9:23,Clothing,499,4,4477,Cash,37,1,Joshua Maynard,37,Male,0
31538,4/18/2023 11:01,Books,180,2,4994,Cash,37,1,Joshua Maynard,37,Male,0
31538,7/7/2020 18:53,Home,233,3,3362,PayPal,37,0,Joshua Maynard,37,Male,0
31538,2/17/2023 22:16,Home,491,4,1475,PayPal,37,0,Joshua Maynard,37,Male,0
31538,5/21/2022 11:33,Books,224,4,3440,PayPal,37,0,Joshua Maynard,37,Male,0
33511,6/7/2023 14:18,Books,333,5,4456,Credit Card,56,1,Kathleen Brown,56,Male,1
33511,12/25/2021 13:07,Electronics,144,1,3877,Cash,56,,Kathleen Brown,56,Male,1
33511,1/22/2020 2:18,Books,139,2,744,Credit Card,56,0,Kathleen Brown,56,Male,1
33511,8/4/2022 4:34,Clothing,28,1,3579,Credit Card,56,1,Kathleen Brown,56,Male,1
33511,2/27/2022 8:07,Electronics,467,4,3142,Cash,56,0,Kathleen Brown,56,Male,1
33511,1/18/2021 3:27,Electronics,229,3,4086,PayPal,56,1,Kathleen Brown,56,Male,1
33511,7/13/2023 15:52,Books,66,3,2273,Credit Card,56,0,Kathleen Brown,56,Male,1
5952,11/7/2022 8:11,Home,107,3,1192,Credit Card,55,1,Elizabeth Ingram,55,Male,0
5952,2/7/2023 23:39,Electronics,75,2,1947,PayPal,55,0,Elizabeth Ingram,55,Male,0
5952,9/8/2022 20:55,Electronics,220,4,2840,Cash,55,0,Elizabeth Ingram,55,Male,0
5952,10/2/2020 15:35,Electronics,19,2,1354,PayPal,55,,Elizabeth Ingram,55,Male,0
5952,3/11/2021 11:03,Home,219,2,4129,Credit Card,55,1,Elizabeth Ingram,55,Male,0
48449,1/17/2022 11:51,Home,218,1,2725,Cash,31,0,Mrs. Stacy Brown DDS,31,Male,0
48449,8/1/2022 20:33,Clothing,71,5,4657,PayPal,31,,Mrs. Stacy Brown DDS,31,Male,0
48449,1/22/2020 18:17,Clothing,57,2,3574,Credit Card,31,1,Mrs. Stacy Brown DDS,31,Male,0
48449,10/18/2020 18:03,Clothing,278,4,4938,Cash,31,1,Mrs. Stacy Brown DDS,31,Male,0
48449,6/17/2020 22:06,Electronics,127,1,958,Cash,31,1,Mrs. Stacy Brown DDS,31,Male,0
48449,4/22/2021 10:42,Electronics,91,3,1899,Credit Card,31,1,Mrs. Stacy Brown DDS,31,Male,0
17203,1/21/2023 1:04,Electronics,259,3,3809,Credit Card,62,0,James Roberson,62,Male,0
17203,9/27/2021 2:47,Clothing,495,4,3057,Cash,62,1,James Roberson,62,Male,0
17203,7/3/2022 11:24,Home,160,4,5300,Cash,62,0,James Roberson,62,Male,0
17203,5/10/2022 4:56,Books,83,2,1952,Credit Card,62,,James Roberson,62,Male,0
17203,6/13/2023 7:26,Home,445,1,3218,PayPal,62,1,James Roberson,62,Male,0
17203,8/10/2023 14:48,Clothing,400,4,4683,PayPal,62,0,James Roberson,62,Male,0
2695,8/2/2022 7:44,Home,78,2,4036,PayPal,45,0,Andrea Ross,45,Female,0
2695,12/19/2020 19:10,Books,220,5,3629,PayPal,45,,Andrea Ross,45,Female,0
2695,3/28/2022 19:40,Books,88,4,3438,PayPal,45,1,Andrea Ross,45,Female,0
2695,9/15/2021 13:05,Books,398,4,1999,Cash,45,1,Andrea Ross,45,Female,0
2695,3/29/2022 1:01,Clothing,232,4,2444,Credit Card,45,1,Andrea Ross,45,Female,0
2695,4/15/2021 2:09,Home,306,5,650,Cash,45,0,Andrea Ross,45,Female,0
2695,9/2/2020 8:58,Books,336,5,3190,Credit Card,45,0,Andrea Ross,45,Female,0
2695,8/17/2023 14:08,Electronics,294,3,953,PayPal,45,1,Andrea Ross,45,Female,0
15079,7/4/2021 19:01,Home,281,1,4685,Cash,24,0,Christine Stanton,24,Male,0
15079,11/18/2020 15:48,Electronics,413,4,3445,Cash,24,1,Christine Stanton,24,Male,0
15079,9/13/2023 13:37,Electronics,121,5,3209,PayPal,24,,Christine Stanton,24,Male,0
15079,12/3/2022 2:35,Electronics,490,2,2103,Credit Card,24,,Christine Stanton,24,Male,0
15079,7/8/2020 7:54,Home,140,4,2618,Credit Card,24,1,Christine Stanton,24,Male,0
15079,4/22/2020 15:36,Books,179,4,5051,Cash,24,1,Christine Stanton,24,Male,0
15079,1/23/2021 14:59,Books,256,1,2322,Credit Card,24,,Christine Stanton,24,Male,0
21450,11/2/2021 16:11,Books,269,4,2370,PayPal,39,0,Christopher Barber,39,Female,1
21450,12/16/2020 4:22,Books,498,1,5132,Credit Card,39,1,Christopher Barber,39,Female,1
21450,11/16/2022 18:04,Electronics,174,2,663,Credit Card,39,,Christopher Barber,39,Female,1
21450,1/20/2021 2:29,Books,470,1,4846,PayPal,39,1,Christopher Barber,39,Female,1
21450,10/6/2021 12:43,Books,72,4,4038,Credit Card,39,1,Christopher Barber,39,Female,1
21450,6/2/2022 8:00,Home,267,5,4134,Cash,39,0,Christopher Barber,39,Female,1
21450,6/14/2023 9:39,Home,115,4,1310,Credit Card,39,0,Christopher Barber,39,Female,1
11738,10/2/2021 22:26,Home,73,2,4855,PayPal,64,0,Cynthia Taylor,64,Male,0
11738,10/23/2021 10:46,Clothing,208,4,2119,Cash,64,0,Cynthia Taylor,64,Male,0
11738,9/6/2023 5:54,Books,131,4,412,Credit Card,64,1,Cynthia Taylor,64,Male,0
11738,9/1/2023 3:48,Clothing,102,1,3927,PayPal,64,1,Cynthia Taylor,64,Male,0
15595,10/6/2020 23:29,Books,166,3,4845,Cash,40,0,Stephen Hughes,40,Male,0
15595,6/24/2021 3:57,Electronics,301,3,2816,Credit Card,40,1,Stephen Hughes,40,Male,0
15595,2/13/2022 15:52,Home,372,2,2514,Cash,40,0,Stephen Hughes,40,Male,0
15595,1/6/2020 5:50,Clothing,314,4,3740,Cash,40,1,Stephen Hughes,40,Male,0
15595,3/24/2022 18:11,Books,356,3,2008,Cash,40,0,Stephen Hughes,40,Male,0
15595,10/8/2022 4:16,Books,452,5,4409,Cash,40,0,Stephen Hughes,40,Male,0
15595,5/21/2020 8:13,Books,389,5,3028,Credit Card,40,0,Stephen Hughes,40,Male,0
44311,11/4/2022 14:58,Books,413,2,4641,Cash,49,0,Lauren Torres,49,Female,1
44311,8/26/2020 8:17,Clothing,147,3,4967,Credit Card,49,0,Lauren Torres,49,Female,1
44311,3/12/2023 22:26,Home,384,3,2725,Cash,49,0,Lauren Torres,49,Female,1
44311,9/28/2021 13:11,Home,427,2,3013,Cash,49,0,Lauren Torres,49,Female,1
44311,1/11/2020 7:00,Books,83,3,979,PayPal,49,1,Lauren Torres,49,Female,1
44311,6/7/2022 15:16,Electronics,487,3,4630,Credit Card,49,,Lauren Torres,49,Female,1
44311,10/2/2022 16:14,Books,260,4,3869,PayPal,49,1,Lauren Torres,49,Female,1
44311,8/7/2022 9:14,Books,362,4,4516,PayPal,49,0,Lauren Torres,49,Female,1
31852,2/2/2020 22:44,Books,446,2,1685,PayPal,70,1,Amber Watson,70,Male,1
31852,5/28/2022 20:20,Electronics,407,2,1265,Cash,70,1,Amber Watson,70,Male,1
31852,7/30/2022 16:14,Home,319,4,4252,PayPal,70,1,Amber Watson,70,Male,1
46881,9/24/2022 13:51,Electronics,455,2,2574,Credit Card,40,1,Matthew Navarro,40,Male,0
46881,8/8/2020 21:56,Electronics,299,1,4362,PayPal,40,1,Matthew Navarro,40,Male,0
46881,7/5/2022 3:46,Clothing,120,4,3856,Credit Card,40,0,Matthew Navarro,40,Male,0
46881,9/13/2022 10:31,Home,123,1,2512,Credit Card,40,1,Matthew Navarro,40,Male,0
46881,9/11/2021 19:04,Electronics,148,5,3838,Credit Card,40,0,Matthew Navarro,40,Male,0
14652,5/17/2022 1:33,Clothing,377,3,3768,Cash,31,0,George Johnson Jr.,31,Female,0
14652,2/23/2022 23:19,Home,97,1,1416,Credit Card,31,0,George Johnson Jr.,31,Female,0
14652,2/1/2022 11:39,Clothing,498,2,3245,Credit Card,31,,George Johnson Jr.,31,Female,0
14652,4/7/2020 8:17,Clothing,94,1,2406,Cash,31,1,George Johnson Jr.,31,Female,0
14652,10/1/2020 0:21,Clothing,213,2,3064,PayPal,31,0,George Johnson Jr.,31,Female,0
14652,5/9/2021 20:16,Books,320,5,2185,Credit Card,31,1,George Johnson Jr.,31,Female,0
14652,8/4/2020 19:22,Books,449,2,1786,PayPal,31,1,George Johnson Jr.,31,Female,0
14652,4/5/2021 23:01,Clothing,325,5,3049,Credit Card,31,1,George Johnson Jr.,31,Female,0
14652,3/12/2021 6:47,Electronics,273,5,2333,Credit Card,31,0,George Johnson Jr.,31,Female,0
14652,9/15/2022 0:44,Clothing,421,4,4565,PayPal,31,1,George Johnson Jr.,31,Female,0
14652,5/25/2021 22:52,Home,381,3,244,Cash,31,1,George Johnson Jr.,31,Female,0
835,1/29/2023 5:37,Electronics,306,1,5281,Cash,59,0,Richard Smith,59,Male,0
835,10/18/2022 2:00,Clothing,169,5,3426,Credit Card,59,,Richard Smith,59,Male,0
835,9/29/2020 21:23,Books,370,3,1885,Credit Card,59,1,Richard Smith,59,Male,0
835,8/24/2021 15:29,Electronics,494,1,3909,Credit Card,59,,Richard Smith,59,Male,0
835,6/13/2021 23:40,Home,31,2,2261,PayPal,59,,Richard Smith,59,Male,0
26275,9/9/2023 4:57,Electronics,93,2,4814,Credit Card,64,,Colton Guerra,64,Female,0
26275,1/31/2023 22:56,Clothing,371,3,4765,Credit Card,64,1,Colton Guerra,64,Female,0
26275,5/26/2020 9:18,Home,354,3,1686,Cash,64,0,Colton Guerra,64,Female,0
26275,8/11/2021 12:40,Electronics,17,1,3587,Credit Card,64,0,Colton Guerra,64,Female,0
37795,1/28/2023 0:54,Electronics,348,3,967,Credit Card,62,1,Steven Mccullough,62,Male,0
37795,8/27/2021 15:55,Electronics,17,4,5046,Cash,62,0,Steven Mccullough,62,Male,0
37795,6/26/2022 17:47,Home,452,4,5011,Cash,62,,Steven Mccullough,62,Male,0
37795,5/4/2020 7:06,Books,78,3,1831,PayPal,62,1,Steven Mccullough,62,Male,0
37795,12/4/2020 12:05,Clothing,456,2,541,Credit Card,62,1,Steven Mccullough,62,Male,0
37795,7/14/2023 3:11,Clothing,208,1,648,PayPal,62,,Steven Mccullough,62,Male,0
4553,12/14/2022 8:13,Clothing,89,3,3331,PayPal,19,,Roy Rosales,19,Female,0
